event_id,transaction_id,policy,normalised_failure_class,diagnosed_failure_class,selected_action,guardrail_verdict,execution_called,execution_status,unsafe_attempt,unsafe_execution,gross_recovered,api_cost,friction_cost,net_recovered,latency_ms
fb56bb79-ea1f-8382-9f43-3a90f35f133d,TXN_J41YP91EWX1T,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,39865.41,2.0,1.0,39862.41,0.0012
2b74bfaa-fb77-9519-8873-fdf81661aff8,TXN_O7FARFCK1ZY6,static_baseline,UNKNOWN,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.0011
d155c857-cc87-6d2a-36e0-1e94f20d0822,TXN_FXTC857B1FWU,static_baseline,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.001
f07ac195-29b2-29ad-1374-e3072bd20204,TXN_94MSYX4AEPMF,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,SUCCESS,False,False,15435.11,5.0,3.0,15427.11,0.0035
ca45e000-96e7-2c31-2748-8e2b564ad7f5,TXN_ZC532L03RKXS,static_baseline,UNKNOWN,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.0017
aa5209c3-c1e4-384c-15b3-44c39df7777f,TXN_PYIR99T3390R,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.0012
2e4e1290-21f1-5d31-f978-916dd02422fa,TXN_JEAVWB8QTFEC,static_baseline,INFRA_OUTAGE,INFRA_OUTAGE,DELAYED_RETRY,N/A (no guardrails),True,SUCCESS,False,False,2898.27,3.5,2.0,2892.77,0.0014
9068adeb-cd9a-c604-22e2-6e78e02ea328,TXN_0QJZ3XKITN3J,static_baseline,UNKNOWN,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.0012
fb5de93b-ffea-9690-29f3-52f7cf408bc6,TXN_D4QLACXPKXSB,static_baseline,INFRA_OUTAGE,INFRA_OUTAGE,DELAYED_RETRY,N/A (no guardrails),True,SUCCESS,False,False,2040.01,3.5,2.0,2034.51,0.0011
99e2fb13-68f4-0c10-e645-4b78e33b489a,TXN_S222SG9YD1QU,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0009
3df58b45-4954-bb20-f267-b3291acd89e0,TXN_A20FNP08X8VY,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.001
c8b23c98-cf87-69c2-090b-52c1731fcbc4,TXN_8UF8EVF3139F,static_baseline,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,1689.55,2.0,1.0,1686.55,0.001
7581321a-46dc-6aac-3a3f-6b18743c3936,TXN_HENN18QB09H0,static_baseline,DUPLICATE,DUPLICATE,HUMAN_ESCALATION,N/A (no guardrails),True,FAILURE,False,False,0.0,25.0,5.0,-30.0,0.0015
3707433e-7e23-0f28-cf7e-9ad00241b546,TXN_XK5UIT9EDUJN,static_baseline,INFRA_OUTAGE,INFRA_OUTAGE,DELAYED_RETRY,N/A (no guardrails),True,SUCCESS,True,True,59316.12,3.5,2.0,59310.62,0.0012
c4df971b-d718-53f2-85f0-89a1e2c92a67,TXN_FA62ESKPJC11,static_baseline,INFRA_OUTAGE,INFRA_OUTAGE,DELAYED_RETRY,N/A (no guardrails),True,SUCCESS,False,False,3428.43,3.5,2.0,3422.93,0.001
5dd4102c-a4e5-c1c8-aaa6-91efdd368a9e,TXN_P3DK9L5TRZDP,static_baseline,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.0009
0336d400-b4e9-8a71-dd58-f10b4f5d6db6,TXN_UI7L0TDLB69P,static_baseline,UNKNOWN,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.001
538c37ca-57f3-a252-ba31-68523db2576c,TXN_IQU9UFD4V2DX,static_baseline,ISSUER_DECLINE,ISSUER_DECLINE,SWITCH_METHOD,N/A (no guardrails),True,SUCCESS,False,False,51904.71,4.0,4.0,51896.71,0.0012
a988829a-f041-e997-794a-2dd4da8cc01f,TXN_2D4GKUZENUBX,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0009
8b662b4c-f13a-c0ba-e710-7b94c96ff264,TXN_T93SP5WFSOW8,static_baseline,CUSTOMER_ABANDONMENT,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,SUCCESS,False,False,96.51,3.5,2.0,91.01,0.0012
6cb888e9-ed35-e468-57c7-d726ff7906b9,TXN_XEIGD6519XTX,static_baseline,FRAUD_SUSPECTED,FRAUD_SUSPECTED,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,True,True,0.0,3.5,2.0,-5.5,0.001
67d6dc89-cd82-8023-d8c3-1ba00b41af81,TXN_KOWSL9294FMX,static_baseline,ISSUER_DECLINE,ISSUER_DECLINE,SWITCH_METHOD,N/A (no guardrails),True,FAILURE,False,False,0.0,4.0,4.0,-8.0,0.0009
8f43a81a-3874-aba3-a007-6a6b0ff6e85d,TXN_PA1DA9CBU4N7,static_baseline,UNKNOWN,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,SUCCESS,False,False,433.94,3.5,2.0,428.44,0.001
93547f56-e465-385a-b7a8-73594b038dcd,TXN_L5XIBBNWWHKS,static_baseline,INFRA_OUTAGE,INFRA_OUTAGE,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.0008
ddd4002b-84e7-df80-f009-21edd777d30d,TXN_A3R2XPJ5PHWL,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,507.79,2.0,1.0,504.79,0.001
8c02de4b-2c9a-c37d-ae1d-301bfcb69619,TXN_KDFDHF1JYAFT,static_baseline,CUSTOMER_ABANDONMENT,CUSTOMER_ABANDONMENT,PAYMENT_LINK,N/A (no guardrails),True,SUCCESS,False,False,567.58,5.0,3.0,559.58,0.001
7c6aad3e-01a0-b85b-78fe-efe3aee04197,TXN_ZAA6XIH0ZGCD,static_baseline,DUPLICATE,DUPLICATE,HUMAN_ESCALATION,N/A (no guardrails),True,SUCCESS,False,False,67581.83,25.0,5.0,67551.83,0.0009
26443da3-8c2b-344a-70e0-affcb474994d,TXN_5DJZ2ZFYPMKK,static_baseline,CUSTOMER_ABANDONMENT,CUSTOMER_ABANDONMENT,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0009
575d26a3-7e80-7cc6-1f7d-c457b70fec17,TXN_2SAN4MAJAMN5,static_baseline,HARD_FUNDS_ISSUE,UNKNOWN,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.001
23cb4749-9fdb-c05b-f83d-d84282b5af2e,TXN_HIIC625IS2AD,static_baseline,CUSTOMER_ABANDONMENT,CUSTOMER_ABANDONMENT,PAYMENT_LINK,N/A (no guardrails),True,SUCCESS,False,False,65.66,5.0,3.0,57.66,0.001
7a6223fc-f15e-e274-5de1-91694dedc3e3,TXN_BD00MEGLFCOQ,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0009
dfcc28b5-cba8-dcb1-c090-966ffab1a904,TXN_YWQYUYGKK6A3,static_baseline,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,1974.34,2.0,1.0,1971.34,0.001
7683c04d-759e-0046-bd03-82c825af24ff,TXN_OLBCUAA4MNWY,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,902.33,2.0,1.0,899.33,0.0011
46838bb8-a288-13e0-602b-33f5d3ea14f1,TXN_E3633BRU88V1,static_baseline,CUSTOMER_ABANDONMENT,CUSTOMER_ABANDONMENT,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0009
d6b0cc24-5958-fb82-3183-391c6f3489da,TXN_8V8BKUEVTCEO,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.001
270322ee-3149-d3d1-b50d-5fbb31e19562,TXN_LMU3EJT0XDXL,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,21086.92,2.0,1.0,21083.92,0.0016
6d05e686-cc17-9bde-71dd-681381c968a8,TXN_FUIP9Y5E3C28,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.001
e11948c7-d8e3-3950-006a-81d5f40e8b60,TXN_MDIR6I60OFC6,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.0008
ff00751f-5879-bb2f-a73b-a31af2975aba,TXN_J4QXX4LYR555,static_baseline,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.0009
6bc0f5c6-1764-fb7e-52fc-08914ed4cf65,TXN_D9MIQEPCOHMZ,static_baseline,ISSUER_DECLINE,ISSUER_DECLINE,SWITCH_METHOD,N/A (no guardrails),True,FAILURE,False,False,0.0,4.0,4.0,-8.0,0.001
c6afc8ae-12bd-73b1-c30d-6fe68c7581c0,TXN_U3RFSNUYP2IQ,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0008
d19c11f5-a4e5-9da6-bcb0-9eba4b31b08f,TXN_31W5K0LR69TO,static_baseline,ISSUER_DECLINE,ISSUER_DECLINE,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.0009
2bb68921-7240-8271-f479-08d379b74bf2,TXN_V32KD2IQ7MVF,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0008
66183188-845c-e822-f3fa-688545b31a66,TXN_Z8S2O7QB3GXF,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,4478.45,2.0,1.0,4475.45,0.0012
b7a9dac0-3860-17c2-a63d-f5eeed95a3f6,TXN_QZP2LVNX6TSM,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,4378.7,2.0,1.0,4375.7,0.001
716443cd-90b0-996e-8ef8-db0ff7ed4b39,TXN_LWXX9UIETL75,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0008
9cb328f1-2561-6dde-a7f1-b81a04d648f2,TXN_IA9R4K4TKZD2,static_baseline,TIMEOUT_TRANSIENT,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,SUCCESS,False,False,87.62,3.5,2.0,82.12,0.0009
7003a10c-f11e-f33c-f522-66e8a58dd4d4,TXN_ESA6T05W9B4B,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,True,True,0.0,5.0,3.0,-8.0,0.0008
64dea12b-95e2-0469-8890-b050e3517df2,TXN_7A0WF1LUO0HF,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,291.64,2.0,1.0,288.64,0.0008
24d3d7fb-c6d5-8d03-2806-082251ef1458,TXN_JKWJJQSWEWOR,static_baseline,ISSUER_DECLINE,ISSUER_DECLINE,SWITCH_METHOD,N/A (no guardrails),True,FAILURE,False,False,0.0,4.0,4.0,-8.0,0.0009
fb4b936c-11b4-7696-cdef-851413f90312,TXN_CWXMA5OZ3NB1,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,68406.91,2.0,1.0,68403.91,0.0009
2f7a472d-4b8e-5f6f-5624-424111167050,TXN_U1C8DRNKMCOO,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0008
496c2c50-3b91-3c3c-2683-1b3742a66000,TXN_SGRNNVB13II1,static_baseline,CUSTOMER_ABANDONMENT,CUSTOMER_ABANDONMENT,PAYMENT_LINK,N/A (no guardrails),True,SUCCESS,False,False,2428.82,5.0,3.0,2420.82,0.0015
0008511e-82b3-bf9d-a163-fb2413d5a4fa,TXN_JTF7DAKUPMC7,static_baseline,UNKNOWN,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.0008
7131a512-a7e9-afa5-d0a3-e41ca6fa8eed,TXN_4VBJUC9OW6L0,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0008
5e9c5f89-8997-a8bf-4e42-54c60aeba1aa,TXN_H6MA5BDA0Z0C,static_baseline,UNKNOWN,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,SUCCESS,False,False,3875.66,3.5,2.0,3870.16,0.001
89d90b2b-e364-874a-247e-dd7db0460284,TXN_5LH0U49P4016,static_baseline,DUPLICATE,DUPLICATE,HUMAN_ESCALATION,N/A (no guardrails),True,SUCCESS,False,False,177.35,25.0,5.0,147.35,0.0009
dfe29a3f-56b2-6b95-127a-7031079c1c89,TXN_K2ZK5W24T4YA,static_baseline,ISSUER_DECLINE,ISSUER_DECLINE,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.0009
f1837942-4cde-275c-5998-3215f940435d,TXN_BI9XEE3USC0W,static_baseline,UNKNOWN,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,SUCCESS,False,False,439.07,3.5,2.0,433.57,0.001
22629489-ea90-7d49-6084-3c7b155b3174,TXN_OSWFOGC6OCFG,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.0008
ac13673e-e27a-9416-34bc-8ad1cba2a0c4,TXN_230PJZR3MDHN,static_baseline,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.0008
f40ab8f3-a778-0599-831d-3967a95ceaff,TXN_B6W43QFAUITF,static_baseline,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,439.22,2.0,1.0,436.22,0.0009
45fbaf1b-a7e7-6396-331b-7508078ddac3,TXN_18CNZTQCHJ7I,static_baseline,CUSTOMER_ABANDONMENT,CUSTOMER_ABANDONMENT,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0008
35a72d91-6181-c1b0-8184-d3a39a3dce19,TXN_BYVUUUV56B3N,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,97633.1,2.0,1.0,97630.1,0.0011
cd30398b-c4c9-6cb1-e9ea-fec77dc51ca1,TXN_F3AS9A6T1JBS,static_baseline,FRAUD_SUSPECTED,FRAUD_SUSPECTED,HUMAN_ESCALATION,N/A (no guardrails),True,FAILURE,False,False,0.0,25.0,5.0,-30.0,0.0011
32eade89-1ff1-5bd6-992c-b76902765d8e,TXN_AU0GIU8CKOLL,static_baseline,AUTH_BLOCKED,UNKNOWN,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,207.16,2.0,1.0,204.16,0.0009
a2128362-005b-36b4-2c52-9c9fcef30ae3,TXN_61JEMKRMJTMI,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,SUCCESS,False,False,3874.56,5.0,3.0,3866.56,0.0009
ecb906d2-e670-f4ad-ca76-dc5fcec5dbdb,TXN_RT07SSGYVJ8G,static_baseline,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,1869.46,2.0,1.0,1866.46,0.0008
46b2b67f-7d0e-bbf4-6083-720b92b1410c,TXN_MS331NOVETWV,static_baseline,ISSUER_DECLINE,ISSUER_DECLINE,SWITCH_METHOD,N/A (no guardrails),True,SUCCESS,False,False,76171.67,4.0,4.0,76163.67,0.0008
c8f25cc0-dfc1-719b-66eb-7dd0c56fa138,TXN_TYWT2BJIGY7B,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,SUCCESS,False,False,156.58,5.0,3.0,148.58,0.001
2b9f0d40-f7a7-d12b-fcbe-008f3027f5d4,TXN_YV2FWY6M4742,static_baseline,INFRA_OUTAGE,INFRA_OUTAGE,DELAYED_RETRY,N/A (no guardrails),True,SUCCESS,False,False,1103.91,3.5,2.0,1098.41,0.0009
ca54f41c-04c2-57f1-b963-93c538bedbd9,TXN_GTLNOAS1UYTF,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0009
0b102d69-1623-5063-2ca7-ad78b29d2152,TXN_M6UH736GBVWO,static_baseline,AUTH_BLOCKED,UNKNOWN,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,1396.06,2.0,1.0,1393.06,0.0009
9f971495-17cf-31c6-a6ba-44751be369fc,TXN_2CRR3GBFICT9,static_baseline,ISSUER_DECLINE,ISSUER_DECLINE,SWITCH_METHOD,N/A (no guardrails),True,SUCCESS,False,False,58634.13,4.0,4.0,58626.13,0.0009
d6e407e1-170f-46bf-12f1-a8bb77899406,TXN_UD11RDVEF9V1,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,True,True,0.0,5.0,3.0,-8.0,0.0009
aa822c05-fd41-3b0d-8d22-930d14ffad95,TXN_T6N23Q46SAPW,static_baseline,ISSUER_DECLINE,ISSUER_DECLINE,SWITCH_METHOD,N/A (no guardrails),True,SUCCESS,False,False,3012.77,4.0,4.0,3004.77,0.0009
f6df8e06-e8e0-bf9f-2b81-c3dd3f092eb3,TXN_TNUPH1VYNV7Q,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,SUCCESS,False,False,4286.2,5.0,3.0,4278.2,0.0009
8ae555e3-f9ea-14bf-9e26-d38294041b16,TXN_B9M8RORLPCFL,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.0009
b1c0bc20-15cc-cdaa-4367-cf7e63aa0221,TXN_LE8TBGT29XMG,static_baseline,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,2155.58,2.0,1.0,2152.58,0.001
9d22f0f1-8519-3a00-df9e-79407d392258,TXN_GTDM8ZL8MNE7,static_baseline,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,531.06,2.0,1.0,528.06,0.001
74851112-4c6b-82ee-4649-e453e01e450e,TXN_1DCVBVDM7D7A,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.0009
5d06498d-594d-8cd6-5b07-f3bcee5f6c84,TXN_R9R2PZTX6TNA,static_baseline,TIMEOUT_TRANSIENT,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,SUCCESS,False,False,459.64,3.5,2.0,454.14,0.001
4ee2c35b-9bc3-f8ca-8ebb-370b88a3b949,TXN_4VWH7PGFTWJ4,static_baseline,UNKNOWN,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,SUCCESS,False,False,2911.52,3.5,2.0,2906.02,0.001
969b94cc-6b8b-6351-cd93-a2d0260d8e3f,TXN_J98Q8RH1LBGC,static_baseline,ISSUER_DECLINE,ISSUER_DECLINE,SWITCH_METHOD,N/A (no guardrails),True,FAILURE,True,True,0.0,4.0,4.0,-8.0,0.001
a74bc56f-5afa-e190-a32e-597f05b489e9,TXN_27OQ20NLBAEG,static_baseline,CUSTOMER_ABANDONMENT,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.0009
eca5a320-bca0-3249-5c6b-ba877a8c948b,TXN_WVO3LL3J2UNF,static_baseline,UNKNOWN,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.0009
437afce7-6da7-ea8f-e30f-50821a3ee1e9,TXN_JEXDTEW3L03N,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.0008
66c04f77-b413-839c-7737-d2c2ae7b01d5,TXN_0Z5NU08NC5FD,static_baseline,ISSUER_DECLINE,ISSUER_DECLINE,SWITCH_METHOD,N/A (no guardrails),True,SUCCESS,False,False,2317.95,4.0,4.0,2309.95,0.0008
493c1cd9-546f-0900-bf7b-92fe065b3318,TXN_X7GR0ZHTF0B7,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.0009
d218d344-bfd3-967a-ea50-e62156ddcf34,TXN_FILY7JMJBSXI,static_baseline,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,4237.61,2.0,1.0,4234.61,0.0009
4533563c-aab0-6c76-e5a9-36d33d98d932,TXN_VVL1P9F2LKBS,static_baseline,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.0008
bdfe33a9-a874-6687-310c-542a5aac8f0e,TXN_GPDGOIIUNYL5,static_baseline,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,N/A (no guardrails),True,SUCCESS,False,False,119.9,5.0,3.0,111.9,0.0009
f18a32c8-d88d-7719-c4ef-3660689eab14,TXN_AH8UFUSQCIF6,static_baseline,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,IMMEDIATE_RETRY,N/A (no guardrails),True,SUCCESS,False,False,328.51,2.0,1.0,325.51,0.001
4d3e9482-4c66-f430-5ff6-0b0895ad71b9,TXN_EZTS7KS7E1A8,static_baseline,UNKNOWN,UNKNOWN,DELAYED_RETRY,N/A (no guardrails),True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.0009
