event_id,transaction_id,policy,normalised_failure_class,diagnosed_failure_class,selected_action,guardrail_verdict,execution_called,execution_status,unsafe_attempt,unsafe_execution,gross_recovered,api_cost,friction_cost,net_recovered,latency_ms
a988829a-f041-e997-794a-2dd4da8cc01f,TXN_2D4GKUZENUBX,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,APPROVED,True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.1093
8b662b4c-f13a-c0ba-e710-7b94c96ff264,TXN_T93SP5WFSOW8,revpilot_adaptive,CUSTOMER_ABANDONMENT,UNKNOWN,IMMEDIATE_RETRY,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.102
6cb888e9-ed35-e468-57c7-d726ff7906b9,TXN_XEIGD6519XTX,revpilot_adaptive,FRAUD_SUSPECTED,FRAUD_SUSPECTED,HUMAN_ESCALATION,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.0943
67d6dc89-cd82-8023-d8c3-1ba00b41af81,TXN_KOWSL9294FMX,revpilot_adaptive,ISSUER_DECLINE,ISSUER_DECLINE,SWITCH_METHOD,APPROVED,True,SUCCESS,False,False,4426.32,4.0,4.0,4418.32,0.1148
8f43a81a-3874-aba3-a007-6a6b0ff6e85d,TXN_PA1DA9CBU4N7,revpilot_adaptive,UNKNOWN,UNKNOWN,IMMEDIATE_RETRY,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.1205
93547f56-e465-385a-b7a8-73594b038dcd,TXN_L5XIBBNWWHKS,revpilot_adaptive,INFRA_OUTAGE,INFRA_OUTAGE,SWITCH_METHOD,APPROVED,True,FAILURE,False,False,0.0,4.0,4.0,-8.0,0.1823
ddd4002b-84e7-df80-f009-21edd777d30d,TXN_A3R2XPJ5PHWL,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,DELAYED_RETRY,APPROVED,True,SUCCESS,False,False,507.79,3.5,2.0,502.29,0.1373
8c02de4b-2c9a-c37d-ae1d-301bfcb69619,TXN_KDFDHF1JYAFT,revpilot_adaptive,CUSTOMER_ABANDONMENT,CUSTOMER_ABANDONMENT,IMMEDIATE_RETRY,APPROVED,True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.1298
7c6aad3e-01a0-b85b-78fe-efe3aee04197,TXN_ZAA6XIH0ZGCD,revpilot_adaptive,DUPLICATE,DUPLICATE,DELAYED_RETRY,BLOCKED,False,ABANDONED,True,False,0.0,0.0,0.0,0.0,0.1103
26443da3-8c2b-344a-70e0-affcb474994d,TXN_5DJZ2ZFYPMKK,revpilot_adaptive,CUSTOMER_ABANDONMENT,CUSTOMER_ABANDONMENT,IMMEDIATE_RETRY,APPROVED,True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.1524
575d26a3-7e80-7cc6-1f7d-c457b70fec17,TXN_2SAN4MAJAMN5,revpilot_adaptive,HARD_FUNDS_ISSUE,UNKNOWN,HUMAN_ESCALATION,ESCALATE,False,PENDING,False,False,0.0,0.0,0.0,0.0,0.1385
23cb4749-9fdb-c05b-f83d-d84282b5af2e,TXN_HIIC625IS2AD,revpilot_adaptive,CUSTOMER_ABANDONMENT,CUSTOMER_ABANDONMENT,DELAYED_RETRY,APPROVED,True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.12
7a6223fc-f15e-e274-5de1-91694dedc3e3,TXN_BD00MEGLFCOQ,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,IMMEDIATE_RETRY,APPROVED,True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.1164
dfcc28b5-cba8-dcb1-c090-966ffab1a904,TXN_YWQYUYGKK6A3,revpilot_adaptive,AUTH_BLOCKED,AUTH_BLOCKED,PAYMENT_LINK,APPROVED,True,SUCCESS,False,False,1974.34,5.0,3.0,1966.34,0.1165
7683c04d-759e-0046-bd03-82c825af24ff,TXN_OLBCUAA4MNWY,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,SWITCH_METHOD,APPROVED,True,SUCCESS,False,False,902.33,4.0,4.0,894.33,0.1179
46838bb8-a288-13e0-602b-33f5d3ea14f1,TXN_E3633BRU88V1,revpilot_adaptive,CUSTOMER_ABANDONMENT,CUSTOMER_ABANDONMENT,IMMEDIATE_RETRY,APPROVED,True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.1153
d6b0cc24-5958-fb82-3183-391c6f3489da,TXN_8V8BKUEVTCEO,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,SWITCH_METHOD,APPROVED,True,FAILURE,False,False,0.0,4.0,4.0,-8.0,0.1108
270322ee-3149-d3d1-b50d-5fbb31e19562,TXN_LMU3EJT0XDXL,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,SWITCH_METHOD,APPROVED,True,SUCCESS,False,False,21086.92,4.0,4.0,21078.92,0.1167
6d05e686-cc17-9bde-71dd-681381c968a8,TXN_FUIP9Y5E3C28,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,SWITCH_METHOD,APPROVED,True,FAILURE,False,False,0.0,4.0,4.0,-8.0,0.1257
e11948c7-d8e3-3950-006a-81d5f40e8b60,TXN_MDIR6I60OFC6,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,DELAYED_RETRY,APPROVED,True,SUCCESS,False,False,4679.78,3.5,2.0,4674.28,0.1157
ff00751f-5879-bb2f-a73b-a31af2975aba,TXN_J4QXX4LYR555,revpilot_adaptive,AUTH_BLOCKED,AUTH_BLOCKED,DELAYED_RETRY,APPROVED,True,SUCCESS,False,False,107.93,3.5,2.0,102.43,0.1072
6bc0f5c6-1764-fb7e-52fc-08914ed4cf65,TXN_D9MIQEPCOHMZ,revpilot_adaptive,ISSUER_DECLINE,ISSUER_DECLINE,DELAYED_RETRY,APPROVED,True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.2547
c6afc8ae-12bd-73b1-c30d-6fe68c7581c0,TXN_U3RFSNUYP2IQ,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,APPROVED,True,SUCCESS,False,False,133.41,5.0,3.0,125.41,0.1113
d19c11f5-a4e5-9da6-bcb0-9eba4b31b08f,TXN_31W5K0LR69TO,revpilot_adaptive,ISSUER_DECLINE,ISSUER_DECLINE,DELAYED_RETRY,APPROVED,True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.1175
2bb68921-7240-8271-f479-08d379b74bf2,TXN_V32KD2IQ7MVF,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,IMMEDIATE_RETRY,APPROVED,True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.1062
66183188-845c-e822-f3fa-688545b31a66,TXN_Z8S2O7QB3GXF,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,DELAYED_RETRY,APPROVED,True,SUCCESS,False,False,4478.45,3.5,2.0,4472.95,0.1142
b7a9dac0-3860-17c2-a63d-f5eeed95a3f6,TXN_QZP2LVNX6TSM,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,SWITCH_METHOD,APPROVED,True,FAILURE,False,False,0.0,4.0,4.0,-8.0,0.1095
716443cd-90b0-996e-8ef8-db0ff7ed4b39,TXN_LWXX9UIETL75,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,APPROVED,True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.1155
9cb328f1-2561-6dde-a7f1-b81a04d648f2,TXN_IA9R4K4TKZD2,revpilot_adaptive,TIMEOUT_TRANSIENT,UNKNOWN,SWITCH_METHOD,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.1024
7003a10c-f11e-f33c-f522-66e8a58dd4d4,TXN_ESA6T05W9B4B,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,SWITCH_METHOD,BLOCKED,False,ABANDONED,True,False,0.0,0.0,0.0,0.0,0.1
64dea12b-95e2-0469-8890-b050e3517df2,TXN_7A0WF1LUO0HF,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,PAYMENT_LINK,APPROVED,True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.1081
24d3d7fb-c6d5-8d03-2806-082251ef1458,TXN_JKWJJQSWEWOR,revpilot_adaptive,ISSUER_DECLINE,ISSUER_DECLINE,PAYMENT_LINK,APPROVED,True,SUCCESS,False,False,442.27,5.0,3.0,434.27,0.1161
fb4b936c-11b4-7696-cdef-851413f90312,TXN_CWXMA5OZ3NB1,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,PAYMENT_LINK,APPROVED,True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.1127
2f7a472d-4b8e-5f6f-5624-424111167050,TXN_U1C8DRNKMCOO,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,DELAYED_RETRY,APPROVED,True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.1082
496c2c50-3b91-3c3c-2683-1b3742a66000,TXN_SGRNNVB13II1,revpilot_adaptive,CUSTOMER_ABANDONMENT,CUSTOMER_ABANDONMENT,PAYMENT_LINK,APPROVED,True,SUCCESS,False,False,2428.82,5.0,3.0,2420.82,0.1099
0008511e-82b3-bf9d-a163-fb2413d5a4fa,TXN_JTF7DAKUPMC7,revpilot_adaptive,UNKNOWN,UNKNOWN,IMMEDIATE_RETRY,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.1115
7131a512-a7e9-afa5-d0a3-e41ca6fa8eed,TXN_4VBJUC9OW6L0,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,SWITCH_METHOD,APPROVED,True,FAILURE,False,False,0.0,4.0,4.0,-8.0,0.1082
5e9c5f89-8997-a8bf-4e42-54c60aeba1aa,TXN_H6MA5BDA0Z0C,revpilot_adaptive,UNKNOWN,UNKNOWN,SWITCH_METHOD,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.1045
89d90b2b-e364-874a-247e-dd7db0460284,TXN_5LH0U49P4016,revpilot_adaptive,DUPLICATE,DUPLICATE,SWITCH_METHOD,BLOCKED,False,ABANDONED,True,False,0.0,0.0,0.0,0.0,0.0921
dfe29a3f-56b2-6b95-127a-7031079c1c89,TXN_K2ZK5W24T4YA,revpilot_adaptive,ISSUER_DECLINE,ISSUER_DECLINE,IMMEDIATE_RETRY,APPROVED,True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.1184
f1837942-4cde-275c-5998-3215f940435d,TXN_BI9XEE3USC0W,revpilot_adaptive,UNKNOWN,UNKNOWN,DELAYED_RETRY,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.104
22629489-ea90-7d49-6084-3c7b155b3174,TXN_OSWFOGC6OCFG,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,DELAYED_RETRY,APPROVED,True,SUCCESS,False,False,64976.97,3.5,2.0,64971.47,0.1091
ac13673e-e27a-9416-34bc-8ad1cba2a0c4,TXN_230PJZR3MDHN,revpilot_adaptive,AUTH_BLOCKED,AUTH_BLOCKED,DELAYED_RETRY,APPROVED,True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.1087
f40ab8f3-a778-0599-831d-3967a95ceaff,TXN_B6W43QFAUITF,revpilot_adaptive,AUTH_BLOCKED,AUTH_BLOCKED,IMMEDIATE_RETRY,APPROVED,True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.111
45fbaf1b-a7e7-6396-331b-7508078ddac3,TXN_18CNZTQCHJ7I,revpilot_adaptive,CUSTOMER_ABANDONMENT,CUSTOMER_ABANDONMENT,SWITCH_METHOD,APPROVED,True,FAILURE,False,False,0.0,4.0,4.0,-8.0,0.1128
35a72d91-6181-c1b0-8184-d3a39a3dce19,TXN_BYVUUUV56B3N,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,DELAYED_RETRY,APPROVED,True,SUCCESS,False,False,97633.1,3.5,2.0,97627.6,0.113
cd30398b-c4c9-6cb1-e9ea-fec77dc51ca1,TXN_F3AS9A6T1JBS,revpilot_adaptive,FRAUD_SUSPECTED,FRAUD_SUSPECTED,DELAYED_RETRY,BLOCKED,False,ABANDONED,True,False,0.0,0.0,0.0,0.0,0.0935
32eade89-1ff1-5bd6-992c-b76902765d8e,TXN_AU0GIU8CKOLL,revpilot_adaptive,AUTH_BLOCKED,UNKNOWN,PAYMENT_LINK,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.1031
a2128362-005b-36b4-2c52-9c9fcef30ae3,TXN_61JEMKRMJTMI,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,DELAYED_RETRY,APPROVED,True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.1089
ecb906d2-e670-f4ad-ca76-dc5fcec5dbdb,TXN_RT07SSGYVJ8G,revpilot_adaptive,AUTH_BLOCKED,AUTH_BLOCKED,DELAYED_RETRY,APPROVED,True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.1099
46b2b67f-7d0e-bbf4-6083-720b92b1410c,TXN_MS331NOVETWV,revpilot_adaptive,ISSUER_DECLINE,ISSUER_DECLINE,PAYMENT_LINK,APPROVED,True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.1209
c8f25cc0-dfc1-719b-66eb-7dd0c56fa138,TXN_TYWT2BJIGY7B,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,IMMEDIATE_RETRY,APPROVED,True,FAILURE,False,False,0.0,2.0,1.0,-3.0,0.1068
2b9f0d40-f7a7-d12b-fcbe-008f3027f5d4,TXN_YV2FWY6M4742,revpilot_adaptive,INFRA_OUTAGE,INFRA_OUTAGE,SWITCH_METHOD,APPROVED,True,FAILURE,False,False,0.0,4.0,4.0,-8.0,0.111
ca54f41c-04c2-57f1-b963-93c538bedbd9,TXN_GTLNOAS1UYTF,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,HUMAN_ESCALATION,ESCALATE,False,PENDING,False,False,0.0,0.0,0.0,0.0,0.0945
0b102d69-1623-5063-2ca7-ad78b29d2152,TXN_M6UH736GBVWO,revpilot_adaptive,AUTH_BLOCKED,UNKNOWN,SWITCH_METHOD,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.1014
9f971495-17cf-31c6-a6ba-44751be369fc,TXN_2CRR3GBFICT9,revpilot_adaptive,ISSUER_DECLINE,ISSUER_DECLINE,SWITCH_METHOD,APPROVED,True,FAILURE,False,False,0.0,4.0,4.0,-8.0,0.1152
d6e407e1-170f-46bf-12f1-a8bb77899406,TXN_UD11RDVEF9V1,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,SWITCH_METHOD,BLOCKED,False,ABANDONED,True,False,0.0,0.0,0.0,0.0,0.1031
aa822c05-fd41-3b0d-8d22-930d14ffad95,TXN_T6N23Q46SAPW,revpilot_adaptive,ISSUER_DECLINE,ISSUER_DECLINE,DELAYED_RETRY,APPROVED,True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.1396
f6df8e06-e8e0-bf9f-2b81-c3dd3f092eb3,TXN_TNUPH1VYNV7Q,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,APPROVED,True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.1061
8ae555e3-f9ea-14bf-9e26-d38294041b16,TXN_B9M8RORLPCFL,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,DELAYED_RETRY,APPROVED,True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.1123
b1c0bc20-15cc-cdaa-4367-cf7e63aa0221,TXN_LE8TBGT29XMG,revpilot_adaptive,AUTH_BLOCKED,AUTH_BLOCKED,PAYMENT_LINK,APPROVED,True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.1079
9d22f0f1-8519-3a00-df9e-79407d392258,TXN_GTDM8ZL8MNE7,revpilot_adaptive,AUTH_BLOCKED,AUTH_BLOCKED,DELAYED_RETRY,APPROVED,True,SUCCESS,False,False,531.06,3.5,2.0,525.56,0.1102
74851112-4c6b-82ee-4649-e453e01e450e,TXN_1DCVBVDM7D7A,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,DELAYED_RETRY,APPROVED,True,SUCCESS,False,False,2615.99,3.5,2.0,2610.49,0.122
5d06498d-594d-8cd6-5b07-f3bcee5f6c84,TXN_R9R2PZTX6TNA,revpilot_adaptive,TIMEOUT_TRANSIENT,UNKNOWN,HUMAN_ESCALATION,ESCALATE,False,PENDING,False,False,0.0,0.0,0.0,0.0,0.0981
4ee2c35b-9bc3-f8ca-8ebb-370b88a3b949,TXN_4VWH7PGFTWJ4,revpilot_adaptive,UNKNOWN,UNKNOWN,IMMEDIATE_RETRY,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.1037
969b94cc-6b8b-6351-cd93-a2d0260d8e3f,TXN_J98Q8RH1LBGC,revpilot_adaptive,ISSUER_DECLINE,ISSUER_DECLINE,IMMEDIATE_RETRY,BLOCKED,False,ABANDONED,True,False,0.0,0.0,0.0,0.0,0.1048
a74bc56f-5afa-e190-a32e-597f05b489e9,TXN_27OQ20NLBAEG,revpilot_adaptive,CUSTOMER_ABANDONMENT,UNKNOWN,IMMEDIATE_RETRY,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.1
eca5a320-bca0-3249-5c6b-ba877a8c948b,TXN_WVO3LL3J2UNF,revpilot_adaptive,UNKNOWN,UNKNOWN,DELAYED_RETRY,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.1107
437afce7-6da7-ea8f-e30f-50821a3ee1e9,TXN_JEXDTEW3L03N,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,DELAYED_RETRY,APPROVED,True,SUCCESS,False,False,423.92,3.5,2.0,418.42,0.1121
66c04f77-b413-839c-7737-d2c2ae7b01d5,TXN_0Z5NU08NC5FD,revpilot_adaptive,ISSUER_DECLINE,ISSUER_DECLINE,PAYMENT_LINK,APPROVED,True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.1142
493c1cd9-546f-0900-bf7b-92fe065b3318,TXN_X7GR0ZHTF0B7,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,DELAYED_RETRY,APPROVED,True,FAILURE,False,False,0.0,3.5,2.0,-5.5,0.1087
d218d344-bfd3-967a-ea50-e62156ddcf34,TXN_FILY7JMJBSXI,revpilot_adaptive,AUTH_BLOCKED,AUTH_BLOCKED,SWITCH_METHOD,APPROVED,True,SUCCESS,False,False,4237.61,4.0,4.0,4229.61,0.1128
4533563c-aab0-6c76-e5a9-36d33d98d932,TXN_VVL1P9F2LKBS,revpilot_adaptive,AUTH_BLOCKED,AUTH_BLOCKED,PAYMENT_LINK,APPROVED,True,SUCCESS,False,False,1671.16,5.0,3.0,1663.16,0.117
bdfe33a9-a874-6687-310c-542a5aac8f0e,TXN_GPDGOIIUNYL5,revpilot_adaptive,HARD_FUNDS_ISSUE,HARD_FUNDS_ISSUE,PAYMENT_LINK,APPROVED,True,FAILURE,False,False,0.0,5.0,3.0,-8.0,0.1109
f18a32c8-d88d-7719-c4ef-3660689eab14,TXN_AH8UFUSQCIF6,revpilot_adaptive,TIMEOUT_TRANSIENT,TIMEOUT_TRANSIENT,HUMAN_ESCALATION,ESCALATE,False,PENDING,False,False,0.0,0.0,0.0,0.0,0.1018
4d3e9482-4c66-f430-5ff6-0b0895ad71b9,TXN_EZTS7KS7E1A8,revpilot_adaptive,UNKNOWN,UNKNOWN,PAYMENT_LINK,BLOCKED,False,ABANDONED,False,False,0.0,0.0,0.0,0.0,0.1008
